acilis,yuksek,dusuk,kapanis,hacim,ticker,tarih,fiyat_degisim,hacim_ort_20g,hacim_oran,volatilite,fiyat_zskor,hacim_degisim,anomali_skor,anomali_skor_ham
16.5920402049281,16.65765815412548,16.1233385244268,16.170207977294922,79061956.0,AKBNK.IS,2023-04-25,-2.432128792850141,97345168.05,0.8121816170617829,3.304346056951978,-1.053387773605866,-3.6056684219445856,1,-0.3906271337262894
16.04834582356654,16.35768885147392,15.729628547788638,15.804620742797852,92463897.0,AKBNK.IS,2023-04-26,-2.2608690933994313,97453517.05,0.9488000002355995,3.973903037005739,-1.023251780309553,16.951188255448677,1,-0.39405625633776736
15.907735027211267,16.038972718796952,15.617140474334198,15.935857772827148,126344468.0,AKBNK.IS,2023-04-27,0.8303712703077837,97241001.1,1.2992921357326503,2.6470633114085445,0.3554487240612412,36.64194577479252,1,-0.3904050760118766
15.973355293998575,16.01085050143509,14.970333016710919,15.045324325561523,90224420.0,AKBNK.IS,2023-04-28,-5.588236667022139,95450068.1,0.9452525471796914,6.915886040132518,-2.1447573498236965,-28.588547303867706,1,-0.5769203387277977
15.082820239528523,15.317171080058232,14.623492806644894,14.68911075592041,85726980.0,AKBNK.IS,2023-05-02,-2.367603129936635,93374678.0,0.9180966599959788,4.722398005840844,-0.7901825480751352,-4.98472586468276,1,-0.39975821992361904
14.735981513563454,14.914087763980351,14.20166097435769,14.548501014709473,80014182.0,AKBNK.IS,2023-05-03,-0.9572379400452524,91968515.05,0.8700171135360742,4.896908546814218,-0.2079169157272218,-6.663944069883254,1,-0.4053425124506668
14.529752245353768,14.857843782678572,14.332897501754392,14.567248344421387,58501546.0,AKBNK.IS,2023-05-04,0.12886090252843818,90010223.05,0.649943351073609,3.6036063126857525,0.2629223236221148,-26.88602877924816,1,-0.3984871043029525
14.54850053843132,14.735981031147702,14.154791056738166,14.286026954650879,51255066.0,AKBNK.IS,2023-05-05,-1.9305045340165639,88733237.35,0.5776309704313972,4.06824077999046,-0.5964411380872903,-12.386817948366701,1,-0.4078077734746483
14.436011055964874,15.589016733263065,14.29540091277448,15.457780838012695,93315379.0,AKBNK.IS,2023-05-08,8.202097665651875,90655872.1,1.0293362894029234,8.368703334875955,2.64136618935888,82.0607918054383,-1,-0.6434912775015689
15.373415492830832,16.292070401124864,15.326546037737197,15.664010047912598,185607539.0,AKBNK.IS,2023-05-09,1.3341449983089282,97279646.45,1.9079791690587502,6.1639667009555685,0.42565254749894943,98.90348299394465,1,-0.5390216126470516
15.654637353909425,16.11396480120969,15.60776611155935,15.757750511169434,129060499.0,AKBNK.IS,2023-05-10,0.5984448616293436,99975425.25,1.2909222309109407,3.212379135534195,0.22571502736185436,-30.465917658657172,1,-0.4028704669851655
15.757750239127809,17.33258819580078,15.757750239127809,17.33258819580078,169163877.0,AKBNK.IS,2023-05-11,9.994051394043012,102018653.2,1.658166146031812,9.085994191303254,2.6120113016109094,31.07331701855578,-1,-0.6596487324477965
18.026266412214817,18.523090842977005,17.651305421052335,18.08251190185547,220433901.0,AKBNK.IS,2023-05-12,4.326668917434806,105378261.6,2.09183466924833,4.821152208588981,1.0466991927333293,30.307903146485593,1,-0.5222209280452739
16.282697677612305,16.282697677612305,16.282697677612305,16.282697677612305,14298113.0,AKBNK.IS,2023-05-15,-9.95334184770249,100865136.45,0.14175475791962802,0.0,-2.239695337962959,-93.51365060676397,-1,-0.6873996576932
14.660988676725003,15.148437952556476,14.660988676725003,14.782851219177246,370159232.0,AKBNK.IS,2023-05-16,-9.21128972686912,114993856.7,3.2189478866308865,3.297396886462086,-1.8037302477112984,2488.8677198172936,-1,-0.7622527768482673
14.89534035875711,15.148438812074424,14.454760510120247,14.604744911193848,198445636.0,AKBNK.IS,2023-05-17,-1.2048170230675614,120690693.4,1.6442496965553104,4.749677629922217,-0.13014246238461302,-46.389116130433294,1,-0.48192758134353497
14.632866365317323,14.754728911372935,14.032928777323571,14.042302131652832,169696694.0,AKBNK.IS,2023-05-18,-3.8510962222279566,125569515.05,1.351416336460559,5.140183762478304,-0.6253026767662987,-14.487061836925452,1,-0.47463890759844357
14.248530974489354,14.286027073344162,13.479860500977054,13.536104202270508,105634934.0,AKBNK.IS,2023-05-22,-3.604807279009481,123349098.65,0.8563899951935319,5.955676465846676,-0.5132730771778361,-37.75074133147226,1,-0.48250762171984946
13.554853186467332,13.77045553914669,13.470486737513653,13.498608589172363,109768860.0,AKBNK.IS,2023-05-23,-0.27700446552306746,125559823.95,0.8742355360717277,2.222220161814685,0.13331413884978574,3.913408039806221,1,-0.3710685183817858
13.526731562181363,13.695463568947414,13.076777458190918,13.076777458190918,97671946.0,AKBNK.IS,2023-05-24,-3.124997129850915,126342456.25,0.7730730341883788,4.73118176656718,-0.4268474767985951,-11.020351309105337,1,-0.4250385979450585
13.151768791511053,13.582974369625063,13.133021189320445,13.404868125915527,106923387.0,AKBNK.IS,2023-05-25,2.5089565741527764,127735527.8,0.8370685027223883,3.3566401107275885,0.6832261116938775,9.471953185001558,1,-0.39645264223310483
13.489234423437185,14.745354151728273,13.25488358775954,13.601722717285156,153944978.0,AKBNK.IS,2023-05-26,1.4685306078397797,130809581.85,1.176863161114065,10.957954333789157,0.43027666040627266,43.976900020946765,1,-0.5427774913340099
13.676716035906443,14.211035699041018,13.27363227937892,13.957937240600586,166918671.0,AKBNK.IS,2023-05-29,2.618892699986808,132838292.0,1.2565553838948786,6.715916567781929,0.6415739328957961,8.427486994736523,1,-0.4742016723701704
14.567248376871344,15.345293998718262,14.492256178569056,15.345293998718262,249191432.0,AKBNK.IS,2023-05-30,9.939554349636692,140786642.6,1.7699934269190394,5.558953906132116,1.830549351146927,49.28913015369023,1,-0.5948266089738399
15.27967395029712,15.7202546708322,14.810973167419434,14.810973167419434,296285144.0,AKBNK.IS,2023-05-31,-3.4819849743084608,151314550.8,1.9580743717873825,6.139242122273002,-0.6853477067708741,18.89860803881893,1,-0.5532944515562255
14.998454744126965,15.589018112976705,14.98908049535727,15.317172050476074,150579046.0,AKBNK.IS,2023-06-01,3.4177287159641523,154842794.0,0.972464020508439,3.9167648939530495,0.5620468739584851,-49.17765907290984,1,-0.45149092981495287
16.40455991107299,16.676407762103523,16.067094106470986,16.45142936706543,233504521.0,AKBNK.IS,2023-06-02,7.4051353138264275,163592942.75,1.4273508201196534,3.7037125591794395,1.1866912599236183,55.071058824479465,1,-0.5221868381581757
17.088861264811662,17.173227702551994,16.367060314346546,17.032617568969727,292462724.0,AKBNK.IS,2023-06-05,3.5327520116142264,175653325.65,1.6649996401591045,4.733079838968123,0.4469065029114373,25.24927686517899,1,-0.4704530261204524
16.892010474196255,17.07011584106201,16.65765961341536,16.91075897216797,218038927.0,AKBNK.IS,2023-06-06,-0.7154425695775735,181889503.05,1.1987438711076295,2.439016653986249,-0.24352579049967,-25.44727614586535,1,-0.38514760593842284
17.107609937546,17.660678018289353,16.817015420056144,17.238845825195312,307507749.0,AKBNK.IS,2023-06-07,1.9401072037471323,187984513.55,1.6358142657225285,4.893962199024716,0.24742345029737567,41.033416936600496,1,-0.4599243773316359
